jobpost_id,Link,Job_Title,Company_Name,Company_link,Date,Keyword,Location,Employment_Type,Job_Function,Industries,Seniority_Level,Job_Description
19,https://linkedin.com/jobs/view/analytics-and-modeling-senior-analyst-at-manpowergroup-3714316239,Analytics and Modeling Senior Analyst,ManpowerGroup,https://www.linkedin.com/company/manpowergroup?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-09-15,data and analytics,"Mandaluyong, National Capital Region, Philippines",Full-time,Information Technology and Other,"IT Services and IT Consulting, Information Services, and Utilities",Mid-Senior level,"
        <p><strong>JOB DESCRIPTION </strong></p><p>● Prepare analytical and trend reports, create graphics, and provide stakeholder ready material </p><p>● Analyze ticketing data to provide actionable insights </p><p>● Visualize digital analytics to show valuable data driven insights using BI tools</p><p>● Participate in operational projects and assist in timely execution of project goals and deadlines </p><p>● Design dashboards and other reporting tools used by internal stakeholders </p><p>● Identify business challenges with stakeholders and help provide analytics using statistical methods </p><p>● Familiarity of relevant key performance indicators </p><p>● Perform range of ad-hoc analyses and financial modeling in support of key business initiatives </p><p>● Perform advanced modeling on medium to large data sets in support of business operations </p><p><br></p><p><strong>JOB QUALIFICATIONS</strong></p><p>• At least 3 - 4 Years Working experience </p><p>• Must Have: Statistical Modelling, R, Python, Data Visualization ,SQL, AI/ML Models </p><p><br></p><p><strong>Alternative Requirements: </strong></p><p>• At least 2 years of related experience in Analytics/Data Science </p><p>• Must Have skills are either R or Python only (with preference to Python)</p>
      "
20,https://linkedin.com/jobs/view/data-analyst-fulltime-contract-at-peopleplustech-inc-3720792982,Data Analyst (Fulltime-Contract),PeoplePlusTech Inc.,https://ph.linkedin.com/company/peopleplustech?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-09-19,data and analytics,"Manila, National Capital Region, Philippines",Full-time,Information Technology,Internet Publishing,Mid-Senior level,"
        We are looking for Data Analyst.<p><br></p><ul><li>Conduct data collection and consolidation and perform data analysis for client sustainability reporting, industry research, and data management needs</li><li>Utilize tracking templates and data platforms for both processes and performance data for client use and research, which incorporate the streamlining of various sustainability criteria and datas. Support the roll-out and ongoing activities of the client’s portal, performing user acceptance testing, inputting data, debugging, and providing account management and customer support to end users</li><li>Support benchmarking studies on sustainability programs, goals, disclosures, performance, and rankings of companies</li><li>Monitor project plans, project schedules, and work hours per assigned projects</li><li>Support initiatives by coordinating data outputs and related engagement for meetings, calls, workshops, training, presentations, and events</li><li>Document and follow up on action items from internal and external meetings</li><li>Use existing models in data analysis</li><li>Perform various administrative tasks as needed</li></ul><p><br></p><strong>Qualifications</strong><p><br></p><ul><li>Bachelor’s degree with a focus in one or more of the following: finance, data analysis, systems engineering, mathematics, accounting, data science, or environmental science</li><li>Proficient in MS Office Suite (Word, Excel, Outlook, PowerPoint, Access) with strong Excel skills</li><li>Experience in Power Query and Power BI is a plus</li><li>Strong data analysis skills, especially in spotting errors and interpreting data</li><li>Experience in a multi-client environment</li><li>Strong organization, oral and written communication skills</li><li>Aptitude in data management, analytics, reporting preparation</li><li>Ability to develop, maintain, and enjoy effective working relationships with people from a wide variety of organizations and with a wide variety of functional expertise</li><li>Personal commitment to the client’s vision and the ability to articulate it to others</li><li>Proactive and results-oriented</li><li>Self-starter, fast learner, creative and flexible</li><li>Team player and has keen attention to detail</li><li>Has global vision and openness, including working with a multicultural and geographically diverse team and working hours</li><li>Stress tolerance and resilience</li><li>Passion for helping to build a better planet</li><li>Ability to function in an autonomous environment—independent worker, self-directed</li></ul><p><br></p>Send your CV's to apply@peopleplustech.com<p><br></p>Powered by JazzHR<p><br></p>CMSVrEmUvH
      "
21,https://linkedin.com/jobs/view/data-analyst-at-standard-chartered-bank-3695417496,Data Analyst,Standard Chartered Bank,https://uk.linkedin.com/company/standardchartered?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-09-08,data and analytics,"Makati, National Capital Region, Philippines",Full-time,Information Technology,Banking,Entry level,"
        <strong>Role Responsibilities</strong><p><br></p>This role as Senior Data Analyst run data projects in Agile / SCRUM manner. Role is very exciting as it provides the candidate opportunity to work with Business and IT partners, learn Banks Businesses/Products/Processes and to develop relationship with stakeholders.<p><br></p><strong>Responsibilities</strong><strong>*</strong><p><br></p><ul><li>Translate business requirements to user stories</li><li>Work closely with Product owner/Scrum master to ensure the Backlog is up-to-date and User stories are ready for sprint planning. </li><li>Act as SME for all data sourcing, data modelling, data quality requirements for the applications.</li><li>Understand the business process, workflow required to guide Agile team so that data requirements are covered completely and correctly. </li><li>Actively participate and contribute in SCRUM planning, SCRUM stand-up and Sprint retrospective meetings.</li><li>Provide leadership guidance and support to team.</li><li>Help and Support SCRUM team on UAT and sign-off from Ops teams.</li><li>Engage with data architect and keep them updated on project progress and take their inputs while designing the data requirements for the applications assigned.</li><li>Provide inputs to PSC and other Project meetings.</li><li>Identify and raise risks well in advance so that they can be managed.</li><li>Other duties as assigned </li></ul><p><br></p><strong>Our Ideal Candidate </strong><p><br></p><ul><li> 7+ years of experience in large-scale projects/programs with significant change impact and multiple dependencies within and across organizational boundaries.</li><li> Work closely with business users to understand their data analysis needs/requirements and build specifications that will include clear definition of business value for data analysis, approach for extracting the data required from Golden Sources and definition of business rules/logic.</li><li> Experience in Agile / Scrum approach.</li><li> Strong query language skills (SQL , Hive ,HBase , ETL [Dataiku] )</li><li> Exposure to Business Intelligence tools</li></ul><p><br></p><strong>About Standard Chartered</strong><p><br></p>We're an international bank, nimble enough to act, big enough for impact. For more than 160 years, we've worked to make a positive difference for our clients, communities, and each other. We question the status quo, love a challenge and enjoy finding new opportunities to grow and do better than before. If you're looking for a career with purpose and you want to work for a bank making a difference, we want to hear from you. You can count on us to celebrate your unique talents. And we can't wait to see the talents you can bring us.<p><br></p>Our purpose, to <em>drive commerce and prosperity through our unique diversity</em>, together with our brand promise, to be <em>here for good</em> are achieved by how we each live our <em>valued behaviours</em>. When you work with us, you'll see how we value difference and advocate inclusion. Together we:<p><br></p><strong>Do the right thing</strong> and are assertive, challenge one another, and live with integrity, while putting the client at the heart of what we do<p><br></p><strong>Never settle,</strong> continuously striving to improve and innovate, keeping things simple and learning from doing well, and not so well<p><br></p><strong>Be better together,</strong> we can be ourselves, be inclusive, see more good in others, and work collectively to build for the long term<p><br></p><strong>In line with our Fair Pay Charter,</strong> we offer a competitive salary and benefits to support your mental, physical, financial and social wellbeing.<p><br></p><strong> Core bank funding for retirement savings, medical and life insurance,</strong> with flexible and voluntary benefits available in some locations<p><br></p><strong>Time-off</strong> including annual, parental/maternity (20 weeks), sabbatical (12 weeks maximum) and volunteering leave (3 days), along with with minimum global standards for annual and public holiday, which is combined to 30 days minimum<p><br></p><strong>Flexible working</strong> options based around home and office locations, with flexible working patterns<p><br></p><strong>Proactive wellbeing support</strong> through Unmind, a market-leading digital wellbeing platform, development courses for resilience and other human skills, global Employee Assistance Programme, sick leave, mental health first-aiders and all sorts of self-help toolkits<p><br></p><strong>A continuous learning culture</strong> to support your growth, with opportunities to reskill and upskill and access to physical, virtual and digital learning<p><br></p><strong>Being part of an inclusive and values driven organisation,</strong> one that embraces and celebrates our unique diversity, across our teams, business functions and geographies - everyone feels respected and can realise their full potential.<p><br></p><strong>Recruitment assessments -</strong> some of our roles use assessments to help us understand how suitable you are for the role you've applied to. If you are invited to take an assessment, this is great news. It means your application has progressed to an important stage of our recruitment process.<p><br></p>Visit our careers website www.sc.com/careers<p><br></p><strong>Job: Technology<br><br><strong>Primary Location: Asia-Philippines-Makati City<br><br><strong>Schedule: Full-time<br><br><strong>Employee Status: Permanent<br><br><strong>Posting Date: 22/Aug/2023, 10:42:35 AM<br><br><strong>Unposting Date: Ongoing</strong></strong></strong></strong></strong></strong>
      "
22,https://linkedin.com/jobs/view/data-analyst-senior-associate-at-sgv-co-3694110487,Data Analyst - Senior Associate,SGV & Co.,https://ph.linkedin.com/company/sgv--co?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-09-25,data and analytics,"Makati, National Capital Region, Philippines",Full-time,Consulting,Financial Services,Mid-Senior level,"
        <p><strong>Job Overview:</strong></p><p>We are seeking a skilled Data Analyst with a strong analytical background and experience. As a Data Analyst, you will play a critical role in extracting valuable insights from complex datasets and transforming them into actionable recommendations that drive informed business decisions.</p><p><br></p><p><strong>Responsibilities:</strong></p><ul><li>Utilize statistical techniques and tools to perform data extraction, transformation, and loading (ETL) tasks from various data sources.</li><li>Develop and implement scripts for statistical analysis, data manipulation, and reporting purposes.</li><li>Collaborate with cross-functional teams to understand data requirements and provide analytical solutions that address business needs.</li><li>Perform data cleaning, validation, and quality checks to ensure accuracy and consistency of results.</li><li>Design and execute statistical models to analyze complex data sets, identify trends, patterns, and correlations, and provide actionable insights.</li><li>Generate clear and concise reports, graphs, and visualizations to present findings and recommendations to both technical and non-technical stakeholders.</li><li>Stay updated with industry trends and best practices in statistical analysis and data management to contribute to the continuous improvement of analytical processes.</li><li>Collaborate in the development and maintenance of data governance standards, data dictionaries, and documentation related to statistical processes.</li></ul><p><br></p><p><strong>Qualifications:</strong></p><ul><li>Bachelor's degree in Statistics, Data Science, Computer Science, or a related field.</li><li>With at least 3 years of proven experience in data analysis and statistical modeling.</li><li>Strong problem-solving skills with the ability to dissect complex business problems and provide data-driven solutions.</li><li>Excellent communication skills to convey technical information to both technical and non-technical audiences.</li><li>Experience with other programming languages (e.g., Python, R) and data manipulation tools is a plus.</li><li>Proficiency in SAS programming languages such as BASE SAS, SAS Macro Language, and SAS SQL is a plus.</li></ul><p><br></p><p><strong>Cultural fit:</strong></p><p>We highly appreciate individuals who are:</p><ul><li>Not afraid of stepping outside of their comfort zone, working on sectors or solutions that are new to them</li><li>Diligent in keeping up with the latest techniques and emerging technology</li><li>Intellectually curious; willing to learn and do what it takes to master skills needed for a new project</li><li>Agile and effective; quick to adjust to fluid situations and changing needs of the client</li></ul>
      "
23,https://linkedin.com/jobs/view/team-lead-business-intelligence-reporting-at-dover-business-services-3689213867,"TEAM LEAD, BUSINESS INTELLIGENCE & REPORTING",Dover Business Services,https://ph.linkedin.com/company/dover-business-services?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-09-13,data and analytics,"Cebu, Central Visayas, Philippines",Full-time,Strategy/Planning,Automation Machinery Manufacturing,Mid-Senior level,"
        <p><strong>Summary Description: </strong></p><p><br></p><p>We are searching for an experienced data analyst to join our team. The ideal candidate will be highly skilled in all aspects of data analytics, including mining, generation, and visualization. Additionally, this person should be committed to transforming data into readable, goal-oriented reports that drive innovation and growth across all Dover Food Retail (DFR) business segments. Key aspects include market data analysis and reporting, pricing analysis, customer/competitor research, support for key portfolio improvement initiatives, forecasting, and working in close collaboration with product management, sales, finance and marketing across the DFR business units. This position is based in Cebu, Philippines</p><p><br></p><p><strong>Essential Responsibilities: </strong></p><p><br></p><p>• Work closely with management to understand and maintain focus on analytics needs, including critical metrics and KPIs, and deliver actionable insights to relevant decision-makers that may include creating easy to use Power BI dashboards or other tools.</p><p>• Proactively analyze data to answer key questions for stakeholders or yourself, with an eye on what drives business performance, and investigate and communicate which areas need improvement in efficiency and productivity.</p><p>• Create and maintain rich interactive visualizations through data interpretation and analysis, with reporting components from multiple data sources.</p><p>• Define and implement data acquisition and integration logic, selecting an appropriate combination of methods and tools within the defined technology stack to ensure optimal scalability and performance of the solution.</p><p>• Develop and maintain databases by acquiring data from primary and secondary sources and build scripts that will make our data evaluation process more flexible or scalable across datasets.</p><p>• Also includes:</p><p><br></p><p>o Forecasting for strategic business planning and annual planning of products</p><p>o Conducting take rate analysis and SKU analysis required for portfolio definition, SKU rationalization and price positioning recommendations.</p><p>o Compiling, managing, and enabling easy reporting of competitive intelligence data from a centralized location with ability to search and compile intelligence from multiple variables.</p><p>o Creating a methodology to centralize customer VOC data and feedback and leveraging</p><p>the data to support future decisions.</p><p>o Enabling market brief creation from various data including sales, competitive updates,</p><p>market &amp; business updates</p><p>o Creating, modifying, maintaining, and consistently improving the efficiency related to</p><p>data capture &amp; storage for Power BI dashboards that provide meaningful business</p><p>reporting and analytics.</p><p>o Regularly interpreting various/multiple data sources and providing a summary of</p><p>conclusions from the data that inform business growth strategies.</p><p>o Creatively working within existing organizational structures and technology stack to</p><p>ensure most advantageous strategies to leverage database mapping, storage, scripts, and</p><p>various sources of data are working together in the most seamless manner to ensure</p><p>business decisions that will drive future growth.</p><p>o Ability to take in new or existing raw data that may include a multitude of raw data points,</p><p>apply data cleansing rules, organize and store for future growth, and generate quick and</p><p>value-based reporting that drive business growth through a higher percentage of wins.</p><p><br></p><p><strong>Qualifications: </strong></p><p><br></p><p>• Three or more years of experience mining data as a data analyst</p><p>• Proven analytics skills, including mining, evaluation, and visualization.</p><p>• Technical writing experience in relevant areas, including queries, reports, and presentations.</p><p>• Strong Power BI, SQL, and Excel skills, with aptitude for learning other analytics tools.</p><p><br></p><p><strong>Preferred Qualifications: </strong></p><p><br></p><p>• Bachelor’s degree (or equivalent) in mathematics, computer science, economics, or statistics</p><p>• Experience with database (ideally, Oracle) and model design and segmentation techniques</p><p>• Strong programming experience with frameworks (XML, JavaScript, ETL, etc.)</p><p>• Practical experience in statistical analysis using Excel, SPSS, and/or SAS.</p><p>• Knowledge of standard financial metrics (e.g., operating margin, cash conversion, working capital)</p><p>and how to improve performance against those metrics.</p><p>• HVACR or Food retail refrigeration experience a plus</p><p>• Proven success in a collaborative, team-oriented environment</p><p>• Candidate must have strong analytical skills.</p><p>• Problem solving mindset.</p><p>• Ability to self-start and work with minimal supervision.</p><p>• Drive to learn new tools and about new products.</p><p>• Cross functional collaboration</p><p>• Comfort with ambiguity</p><p>• Ability to clearly communicate project plans and expectations to all team members, stakeholders,</p><p>management, and suppliers.</p><p>• Ability to prioritize and organize workload while leading multiple projects</p>
      "
24,https://linkedin.com/jobs/view/junior-data-analyst-at-concentrix-3731844537,Junior Data Analyst,Concentrix,https://www.linkedin.com/company/concentrix?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-10-03,data and analytics,"National Capital Region, Philippines",Full-time,Project Management and Information Technology,IT Services and IT Consulting,Associate,"
        <p>We are looking for a Data Analyst to join our team. Today.</p><p><br></p><p>The future team member will lead our decisions for customers and partners by developing and providing data through data analysis and by creating reports of patterns, insights, and trends. Reporting to the Manager of Business Intelligence, You will mine data from a variety of data resources to design impact recommendations for our partners. The Reporting Business Intelligence Analyst will create specifications for reports and analysis based on our needs and data available and ensure processes are followed and any fall-out are addressed properly. Along the way, you will have access to excellent training opportunities to grow and enhance your skills and career. At Concentrix, you can truly Own Your Future!</p><p><br></p><p>You Have:</p><ul><li>One to three years of experience in Data Visualization using BI tools(Tableau, Salesforce, Power BI, and Business Objects)</li></ul><p><br></p><p>You Will:</p><ul><li>Use core analytic solutions to support customer teams and increase efficiency. Work on projects/matters of limited complexity in a support role. Complexity can vary based on several factors such as client size, number of systems, varying levels of established structures, or dynamics of customer and data</li><li>Work and build internal relationships to ensure high-quality data is available for analysis and better understanding</li><li>Interpret goals, trends, risks and areas for improvement by collecting, analyzing and reporting on key metrics and conclusions. Maintain integrity of reports and dashboards to allow business to operate</li><li>Provide data-driven insights to internal stakeholders</li><li>Support daily partners for planning, forecasting, and to understand and compile impactful questions</li><li>Support partners with ad-hoc reporting, metrics and analysis</li><li>Seek counsel and guidance from higher level business intelligence analysts. You will receive guidance and mentorship on more complex projects/matters from higher level analysts and management. Work is managed and begins to gain exposure to some complex work with gained experience and reliable performance</li></ul><p><br></p><p>Full Time - Permanent Employment</p>
      "
25,https://linkedin.com/jobs/view/modeling-officer-at-maybank-3704842452,Modeling Officer,Maybank,https://my.linkedin.com/company/maybank?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-09-04,data and analytics,"Taguig, National Capital Region, Philippines",Full-time,"Analyst, Consulting, and Administrative",Banking and Financial Services,Mid-Senior level,"
        <p><strong>Your Role</strong></p><p>Equip and enable the various units of the Bank in making timely and data-driven decisions on helping grow and manage the Bank’s book by equipping decision makers with robust scorecards and/or models developed either statistically or through expert-based judgement, which will aid business in growing the customer base while prudently managing the inherent risk carried by the various portfolios.</p><p><br></p><p><strong>How you will contribute</strong></p><ul><li>Development of sales propensity models to optimize sales productivity, and credit risk models to manage credit risk taking.</li><li>Manage the model development process by: Recommending the methodology or approach to undertake for the particular model to be developed, and ensure that this is aligned with both Group and Industry practice; Recommending the sampling technique, factors to be considered, and key assumptions to be used in the model design and ensure that these assumptions are aligned industry best or acceptable practice.</li><li>Comprehensively and properly document all steps and issues undertaken throughout the model development process.</li><li>Facilitate requirements building, testing, and/or deployment of new data cubes in the local data warehouse to aid in reports/dashboard generation.</li><li>Implement the Data Governance Framework on the assigned area of responsibility by: Monitoring data quality and ensuring identified data quality issues are addressed and if necessary, update policies or procedures to mitigate recurrence; Assess interpretation of data across the data life cycle and ensure alignment/standardization.</li></ul><p><br></p><p><strong>What we are looking for</strong></p><ul><li>Graduate of Mathematics, Statistics, or Data Analytics/Science discipline.</li><li>Relevant Field Experience: Analytics, Statistics, Data Science, Modelling</li><li>Banking Experience: Credit Risk Analytics or Modelling ; Data Science ; Business MIS</li></ul>
      "
26,https://linkedin.com/jobs/view/senior-business-intelligence-analyst-at-concentrix-3629887725,Senior Business Intelligence Analyst,Concentrix,https://www.linkedin.com/company/concentrix?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-09-18,data and analytics,"Makati, National Capital Region, Philippines",Full-time,"Research, Analyst, and Information Technology",IT Services and IT Consulting,Mid-Senior level,"
        <p><strong>SENIOR BUSINESS INTELLIGENCE ANALYST</strong></p><p><br></p><p>Imagine being able to partner with global technology leaders in a company that cares about YOU – your professional growth, your success, and your community.</p><p><br></p><p>We are looking for a Business Intelligence Analyst to join our team. Today.</p><p><br></p><p>We are Concentrix (formerly ServiceSource International PH). We are dedicated to creating success for our clients, the communities around us and each other. We provide outsourced inside sales, customer success, renewals management, and channel management solutions for the world's greatest brands. At Concentrix, you will be part of our diversified team that makes an impact for our clients. All of this is possible because of the talent you have to offer.</p><p><br></p><p>The future team member that will lead our decisions for customers and partners by developing and providing data through data analysis and by creating reports of patterns, insights and trends. Reporting to the Manager of Business Intelligence, You will mine data from a variety of data resources to design impact recommendations to our partners. The Business Intelligence Analyst will create specifications for reports and analysis based on in-depth assessment and understanding of our needs and data available. Along the way you will have access to excellent training opportunities to grow and enhance your skills and career.</p><p>At Concentrix, you can truly Own Your Future!</p><p><br></p><p><strong>JOB REQUIREMENT: </strong></p><ul><li>Proficient knowledge of expanded analysis tools (such as OLTP/OLAP data structures, Advanced Excel (can maintain complex spreadsheets), Tableau, Salesforce, Power BI, Business Objects)</li><li>Proficient knowledge of domain languages (such as SQL Query, HIVE QL)</li><li>Apply moderately complex statistical methods (such as deviations, quartiles)</li><li>5 years of related experience to reflect skills and talent necessary for this role</li><li>Practical sales motion knowledge</li><li>Practical industry and demographic understanding in one of the following: (hardware, software, SaaS, healthcare or industrial)</li><li>Proficiency in all Microsoft products especially Word, Excel (can maintain complex spreadsheets) and PowerPoint</li><li>Bachelor's Degree of Diploma in computer science, finance or statistics/mathematics</li><li>7+ years' experience in data-driven business insight recommendations, business analytics, dashboard design experience</li></ul><p><br></p><p><strong>JOB DESCRIPTION: </strong></p><p><br></p><ul><li>Interpret moderately complex goals, trends, risks and areas for improvement by collecting, analyzing and reporting on key metrics and conclusions. May maintain integrity of reports and dashboards to allow business to operate</li><li>Use expanded solutions and knowledge to support customer teams and increase efficiency. Work on projects/matters of moderate complexity in an independent contributor role</li><li>Work and builds internal and external relationships to ensure high-quality data is available for analysis and better understanding</li><li>Develop data-driven insights to all partners</li><li>Engage daily with partners for planning, forecasting and gaining an understanding of questions for appropriate documentation and analysis</li><li>Work well independently and will seek counsel and guidance on more complex projects/matters. Work is generally reliable on routine tasks</li></ul>
      "
27,https://linkedin.com/jobs/view/jr-sr-data-analyst-ft-at-kooapps-3626721402,Jr./Sr. Data Analyst (FT),Kooapps,https://www.linkedin.com/company/kooapps?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-06-05,data and analytics,"Manila, National Capital Region, Philippines",Full-time,Information Technology,Computer Games,Mid-Senior level,"
        <strong>Jr./Sr. Data Analyst (We Provide Training)<br><br><strong><u>Responsibilities<br></u></strong><ul><li>Work with large amounts of data to identify gaming experience insights </li><li>Provide innovative ways to better understand correlation of data </li><li>Work with production team to make sure data are specified, understood and consistent </li><li>Assist everyone to scope and prioritize future works <br></li></ul><strong><u>Requirements<br></u></strong><ul><li>BS Computer Science, Math, Statistics, Economics or equivalent </li><li>Broad knowledge of applied mathematics, statistical methods and algorithms </li><li>Experience in data mining, data-intensive application development, databases, object-oriented design, machine learning algorithms and statistics software, predictive modeling, data analysis </li><li>Familiar with information retrieval, knowledge representation, computational linguistics, natural language processing, machine learning or text-mining </li><li>Experience in programming with Java, Python, and Perl; </li><li>Problem-solver with strong analytical skills </li><li>Passionate in software and video games </li><li>Can communicate effectively in English </li><li>Can work in a timely manner </li><li>Team player </li><li>Willing to work in Makati City, </li><li>Willing to work Monday to Saturday</li></ul></strong>
      "
28,https://linkedin.com/jobs/view/planning-and-analytics-network-analytics-shopee-xpress-%E2%80%93-expansion-at-shopee-3719699298,Planning and Analytics (Network Analytics) - Shopee Xpress – Expansion,Shopee,https://sg.linkedin.com/company/shopee?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-09-18,data and analytics,"Manila, National Capital Region, Philippines",Full-time,Management and Manufacturing,"Technology, Information and Internet",Mid-Senior level,"
        <strong>Job Description</strong><p><br></p><ul><li>Determine the feasibility of current and planned initiatives through quantitative and qualitative analyses</li><li>Creation of quantitative analyses and models to evaluate the actualized costs versus budget on an individual, team, and department level</li><li>Prepare detailed plans to track, monitor, and evaluate the performances on an individual, team, and department level</li><li>Monitor and implement changes to the budget and performance KPIs of the department</li><li>Coordinate directly with relevant internal stakeholders and external partners</li><li>Deliver significant operational improvement and financial benefits to meet annual targets</li></ul><p><br></p><strong>Requirements</strong><p><br></p><ul><li>At least a Bachelor’s Degree in Management/Industrial Engineering, Finance, Mathematics, or equivalent</li><li>At least 3 years of work experience in strategy, finance, and/or project management</li><li>A great track record of successful strategy and analytics is required</li><li>High proficiency in MS Office and G Suite, especially in MS Excel, Google Sheets, and Google Slides</li><li>Outstanding critical thinking and interpersonal skills</li><li>Strong communication skills in English and Filipino</li><li>Knowledge of SQL, Python, or other programming languages is a plus</li><li>Capable of handling multiple tasks and working under pressure</li><li>Willing to travel</li></ul>
      "
29,https://linkedin.com/jobs/view/research-analyst-benchmarks-september-2023-at-factset-3680197333,Research Analyst - Benchmarks (September 2023),FactSet,https://www.linkedin.com/company/factset?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-08-23,data and analytics,"Taguig, National Capital Region, Philippines",Full-time,"Research, Finance, and Analyst","IT Services and IT Consulting, Software Development, and Financial Services",Entry level,"
        <p><strong>Job Title: Research Analyst</strong></p><p><strong>Department: Benchmarks</strong></p><p><br></p><p>FactSet is a leader in providing research and analytical tools to finance professionals. FactSet offers instant access to accurate financial data and analytics around the world. FactSet clients combine hundreds of databases from industry-leading suppliers into a single powerful information system.</p><p><br></p><p>Benchmarks Operations Team is responsible to onboard additional Benchmark content in FactSet. Data are sourced from different vendors and can be consumed through data feeds; data in the workstation via FQL and Screening codes; and lastly, through premium FactSet applications such as Portfolio Analysis, SPAR, and Derivative Solutions (for fixed income).</p><p><br></p><p>As a Research Analyst, you will be responsible for collating, maintaining, and updating relevant fields in the database with accurate information in accordance with the defined work process. You will be analyzing these content sets by reviewing official updates from our trusted sources that can be in the form of feeds, corporate action mails, press releases, and other reports; thereby making it available to FactSet clients in real-time and in top quality. You will report to the Team Lead and assist in meeting the team’s business goals by meeting your individual targets. As an individual contributor, you shall be responsible for your own performance in all assigned tasks.</p><p><br></p><p><strong>Job Responsibilities</strong></p><p><br></p><ul><li>Learning &amp; Problem Solving - Builds a basic understanding of our users, our products, and our markets through exposure to product support and testing activities </li><li>Performs responsibilities associated with content work downstream /upstream as required working via RPDs (tickets for client requests) to address client queries</li><li>Work with technology, understand FTP, SFTP, Microsoft Excel, other machine language and artificial intelligent technology to provide process improvement ideas</li><li>Provides sufficient updates to stakeholders and meet timelines</li><li>Understands escalation protocols for extraordinary issues, use decision making ability to address unique scenarios by applying generic policies or methodology</li><li>Communicates gaps in guidelines and documentation</li><li>Meets target productivity points and adheres to quality standards</li><li>Communicates with multiple Benchmark stakeholders</li><li>Apply practical application of knowledge of technology combined with finance to deliver best in class product to the clients</li><li>Ability to troubleshoot and work on quick technology glitches (within reason and training)</li><li>Ability to take ownership of QA checks and identify any inconsistency with data and report timely or escalate as may be necessary</li><li>The job also involves reporting &amp; maintaining records of work done </li><li>Should be prepared for cross training and for any job rotation or movement between processes </li><li>Enhance and maintain process knowledge by attending refresher sessions and being updated on methodology/updates</li></ul><p><br></p><p><strong>Job Requirements</strong></p><p><br></p><ul><li>Bachelor's Degree in Math, Science, Finance</li><li>Ability to troubleshoot issues and solve them with direction and oversight from their manager or peers</li><li>Shows initiative and is self-motivated: Basic product thinking skills. Starts by defining the problems, goals and needs, and then experiments to uncover the best solution.</li><li>Insights: Enthusiasm and initiative to solve problems with a combination of analytical skills and creativity. Requires oversight and guidance from manager. Beginning to understand target personas.</li><li>Strategy: Begins to understand the user need their product or feature addresses.</li><li>Execution: Develop product expertise to troubleshoot issues, learn when to escalate, and follow proper escalation procedures. Capable of testing new features.</li><li>Develop structured written and spoken communication skills both for internal user advocacy and for external communication with clients when troubleshooting.</li><li>Be coachable. Willingness to learn from others and gain new skills.</li><li>Be curious. Bring an analytical mindset to understand problems, creatively explore solutions, and communicate them to clients and internal stakeholders, or escalate as appropriate.</li><li>Communicate clearly. Ability to communicate in a structured manner, and with impact, to a variety of stakeholders including Product, Content, Engineering, Support, and Clients.</li></ul><p><br></p><p><em>At FactSet, we celebrate diversity of thought, experience, and perspective. We are committed to disrupting bias and a transparent hiring process. All qualified applicants will be considered for employment regardless of race, color, ancestry, ethnicity, religion, sex, national origin, gender expression, sexual orientation, age, citizenship, marital status, disability, gender identity, family status or veteran status. FactSet participates in E-Verify.</em></p><p><em><span class=""ql-cursor""> </span></em></p><p><strong><em>Returning from a break? </em></strong></p><p><em>We are here to support you! If you have taken time out of the workforce and are looking to return, we encourage you to apply and chat with our recruiters about our available support to help you relaunch your career.</em></p>
      "
