id,link,keyword,job_title,company_name,company_link,date_posted,location,employment_type,job_function,industries,seniority_level,job_description,field_id
21,https://linkedin.com/jobs/view/software-developer-at-remoteva-3768807215?refId=uiiktTVlBS2W8dLQkAcZ4Q%3D%3D&trackingId=Jsrvzypa0o2KBDmXjtTyiA%3D%3D&position=32&pageNum=0&trk=public_jobs_jserp-result_search-card,software development,Software Developer,RemoteVA,https://www.linkedin.com/company/remoteva?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-11-17,Philippines,Full-time,Engineering and Information Technology,Internet Publishing,Mid-Senior level,"
        To qualify for the Software Developer/Front-end and Back-end Engineer position, you must have the following skills and experience:<br><br><ul><li> A minimum of 3 years of experience in web development or a related field</li><li> A bachelor's degree in Computer Science, Software Engineering, or a relevant discipline</li><li> Proficiency in React JS, React Native, and Node.js frameworks and libraries</li><li> Experience in developing responsive and interactive web applications using HTML, CSS, and JavaScript</li><li> Experience in designing and implementing RESTful APIs using Node.js and Express</li><li> Experience in working with databases such as MongoDB, MySQL, or PostgreSQL</li><li> Experience in using version control tools such as Git or SVN</li><li> Experience in testing and debugging tools such as Jest, Mocha, or Chai</li><li> Knowledge of web security and performance best practices</li><li> Ability to work independently and as part of a team</li><li> Excellent communication, problem-solving, and analytical skills</li><li> Ability to learn new technologies and tools quickly</li><li> Passion for creating innovative and user-friendly web solutions<br><br></li></ul>Powered by JazzHR<br><br>SRdTGMfZ95
      ",1
22,https://linkedin.com/jobs/view/frontend-developer-at-xurpas-inc-3737191435?refId=uiiktTVlBS2W8dLQkAcZ4Q%3D%3D&trackingId=tyyOqnLISmcA5X14wXj33g%3D%3D&position=34&pageNum=0&trk=public_jobs_jserp-result_search-card,software development,Frontend Developer,"Xurpas, Inc.",https://linkedin.com/company/xurpas-inc.?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-10-13,"Manila, National Capital Region, Philippines",Full-time,Engineering and Information Technology,Information Services,Entry level,"
        <strong>Xurpas Inc. </strong>is a trusted, publicly listed technology company with twenty years of experience. We focus on helping our customers by offering digital transformation services including website and mobile app development, software solutions for enterprise resource planning and HRIS, IT staff augmentation, digital marketing services, and more.<br><br><strong>The Role<br><br></strong><ul><li>Build web applications with web development best practices</li><li>Transform app designs into front-end code with HTML, CSS, and JavaScript</li><li>Work with back-end developers to integrate UI components with APIs and databases</li><li>Gather and refine specifications and requirements based on technical requirements or UX design </li><li>Debug errors, troubleshoot issues, and perform routine performance optimizations</li><li>On-site search engine optimization (SEO)</li><li>Write high-quality, scalable, and reusable code</li><li>Stay plugged into emerging technologies and industry trends<br><br></li></ul><strong>Ideal Profile<br><br></strong><ul><li>5+ years in backend development, ideally in an eCommerce company and/or IT Company</li><li>Proven analytical abilities</li><li>Minimum of 2 years of experience developing modern, responsive, and cross-browser-compatible websites using HTML, CSS, and JavaScript</li><li>Knowledge of JavaScript frameworks such as React, Angular, and Vue</li><li>Experience with JavaScript libraries such as jQuery and Bootstrap</li><li>Proficiency with HTML5, including semantic HTML5 elements, microformats, and WAI-ARIA</li><li>Familiarity with CSS preprocessors such as Sass, Less, or Stylus</li><li>Working knowledge of SEO principles</li><li>Experience with build tools such as Grunt, Gulp, or Webpack</li><li>Basic proficiency with Photoshop and web design</li><li>Experience with cross-browser compatibility testing<br><br></li></ul><strong>What's on Offer?<br><br></strong><ul><li>Work alongside &amp; learn from best in class talent</li><li>Attractive salary &amp; benefits</li><li>Opportunity to make a positive impact</li></ul>
      ",1
23,https://linkedin.com/jobs/view/full-stack-developer-at-recruitgo-3769327971?refId=uiiktTVlBS2W8dLQkAcZ4Q%3D%3D&trackingId=4l7SPA7ywcQS5V1AzK8G%2BQ%3D%3D&position=35&pageNum=0&trk=public_jobs_jserp-result_search-card,software development,Full Stack Developer,RecruitGo,https://ae.linkedin.com/company/recruitgo?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-11-18,Philippines,Full-time,Engineering and Information Technology,Internet Publishing,Mid-Senior level,"
        Career Level:<strong> Senior/Lead<br><br></strong>Required location: <strong>Remote setup<br><br></strong><strong>Salary Offer: Up to 3,000 USD (negotiable)<br><br></strong><strong>Job Responsibilities:<br><br></strong><ul><li>More than 4 years experience in React/Next.js using TypeScript</li><li>More than 4 years experience in server-side development using Node.js</li><li>Experience of using Firebase/AWS in projects</li><li>Have responsibility</li><li>Have a passion to remove unnecessary coding and create innovation</li><li>Have honesty and a good heart</li><li>Have the ability to actively grow and expand their role</li><li>Have a sincere attitude and can wholeheartedly engage with the product</li><li>Have the proactiveness to bridge the gap between expectations and reality<br><br></li></ul>Powered by JazzHR<br><br>X5YytQnGvY
      ",1
24,https://linkedin.com/jobs/view/software-engineer-full-stack-at-italic-3322771524?refId=uiiktTVlBS2W8dLQkAcZ4Q%3D%3D&trackingId=mfS1o96r4eSTSofevrgjEg%3D%3D&position=37&pageNum=0&trk=public_jobs_jserp-result_search-card,software development,"Software Engineer, Full-Stack",Italic,https://www.linkedin.com/company/italic?trk=public_jobs_jserp-result_job-search-card-subtitle,2022-10-19,Metro Manila,Full-time,Engineering and Information Technology,Consumer Goods and Retail,Entry level,"
        Technology<p><br></p>The Technology department at Italic builds and maintains two core products for our customers and merchants: Consumer is our customer experience and storefront; we are constantly thinking through discoverability, storytelling, modularity, and site performance across thousands of SKUs. Portal is our proprietary software that Italic Merchants and internal stakeholders use to develop and launch new products.<p><br></p>Italic is seeking a full-stack Software Engineer to join our Consumer team. The ideal candidate is passionate about architecting systems, taking products from concept to finish, and crafting the perfect e-commerce experience for customers.<p><br></p>This is a critical role that is paramount to the growth of our business and requires that you think creatively on complex technical challenges such as scaling an application to millions of users, optimizing daily content delivery for terabytes of assets, building a headless commerce stack.<p><br></p><strong>Responsibilities</strong><p><br></p><ul><li>Work closely with Product Managers and Designers to build the next iteration of Italic's consumer storefront</li><li>Ship experiments and measure improvements to storefront usability and conversions</li><li>Build the critical infrastructure that enables Italic to develop robust customer profiles and a firm understanding of our customer journey</li><li>Maintain a scalable CI/CD process that allows us to deploy new features rapidly </li><li>Architect the APIs, services, and systems that allows us to effectively scale to millions of users around the world </li><li>Lead engineering discussions and mentor others on engineering best practices</li></ul><p><br></p><strong>Requirements</strong><p><br></p><ul><li>6+ years work experience with front-end // back-end web development or related engineering roles at a fast-growing consumer compnany</li><li>Expertise in ReactJS, NodeJS, Go, Postgres, JavaScript/Typescript, CSS3, HTML5</li><li>A love for analytics and openness to testing for continuous improvement</li><li>Comfortable working with RESTful APIs, Amazon Web Services, and Docker containers; GraphQL experience a plus</li><li>Excellent written and oral communication skills, able to support decisions made in your code</li><li>Proficiency in SQL and understanding of relational database schemas preferred</li><li>Experience working on SCRUM teams using agile methodologies preferred</li><li>Operates autonomously when faced with ambiguity and obstacles, in a fast-paced and resource restrained environment</li></ul><p><br></p><strong>Benefits</strong><p><br></p><ul><li>Medical, Dental, Vision Benefits, with comprehensive coverage and employer paid premiums</li><li>Flexible Work Policy: we believe our team is happiest and most productive when they control their own working environment with flexible work hours, since everyone works best at different times.</li><li>Distributed Work Policy: team members are able to work from a remote office as well as at multiple office and workspaces that offer enjoyable environments for working, collaborating and socializing.</li><li>Unlimited PTO: we trust our team to both get the work done, and enjoy their lives!</li><li>Paid Parental Leave - generous, extended policy in order to help achieve work life balance</li><li>401k Plan</li><li>Monthly food and beverage stipend</li></ul><p><br></p><strong>About Italic</strong><p><br></p>Luxury without labels<p><br></p>Founded in 2018, Italic connects consumers with top manufacturers around the world (“C2M""). Consumers purchase quality goods directly from the same manufacturers as top brands at 50-80% lower prices, while manufacturers use our infrastructure and global distribution to earn higher yields on existing production.<p><br></p>Our culture is built on high performance, high integrity, and high conviction.<p><br></p>We care deeply about surrounding ourselves with ambitious, exceptional individuals and value teamwork over ostentation, fulfillment over balance, and autonomy over compliance.<p><br></p>Our Values<p><br></p>Service Culture<p><br></p>Dare to be bold<p><br></p>Fear averages<p><br></p>Team, teammate, self<p><br></p>Play the long game<p><br></p>We do not evaluate race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status in our recruiting process. We don't care about where you went to college or what fancy names are on your resume; we're looking for good people who work hard and enjoy the ride.
      ",1
25,https://linkedin.com/jobs/view/full-stack-developer-at-sourcepass-3667912379?refId=uiiktTVlBS2W8dLQkAcZ4Q%3D%3D&trackingId=8ivtO8X1uqnwk%2FSgNW3elw%3D%3D&position=38&pageNum=0&trk=public_jobs_jserp-result_search-card,software development,Full Stack Developer,Sourcepass,https://www.linkedin.com/company/sourcepass?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-06-23,Metro Manila,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Entry level,"
        <strong>About Sourcepass</strong><p><br></p>We are Sourcepass, an IT consulting company (MSP) that has been providing network support and solutions for our clients since 2001. We create and deliver innovative IT services, cloud computing, and security solutions that match the right technologies to specific industries and business strategies. We strive to provide top quality IT services to our clients so they can focus on the productivity and profitability of their business.<p><br></p><strong><em>We have been named by Channel Futures as one of the world's 501 most strategic and innovative MSP's for the past 6 years and awarded Top Workplaces in 2020 and 2021 by Newsday! </em></strong>Pretty cool right? We like to think so!<p><br></p><strong>WHY JOIN US?</strong><p><br></p>At Sourcepass we are focused on growing our team members and giving the proper tools for success. We support and highly encourage professional development. We seek to be a cultivating environment for new ideas and suggestions with an opportunity to collaborate with world class team members.<p><br></p>We have an exciting opportunity to join our amazing team of 500+ staff as a Full Stack Developer.<p><br></p>Feel free to check out our website at www.sourcepass.com to learn more about us!<p><br></p><strong>Position Summary</strong><p><br></p>We are seeking a skilled Full-Stack Developer to join our team. The ideal candidate will have experience with Angular, .NET, and cloud services, and will be responsible for developing, testing, and maintaining our software applications. The role requires both front-end and back-end development experience and the ability to work with a team of developers and other stakeholders to deliver high-quality solutions.<p><br></p><strong>PLEASE NOTE: THIS IS A PHILIPPINES BASED ROLE</strong><p><br></p><strong>Responsibilities</strong><p><br></p><ul><li>Develop, test, and maintain software applications using Angular and .NET 5+</li><li>Collaborate with a team of developers, project managers, and other stakeholders to develop solutions that meet business requirements</li><li>Ensure that software applications are secure, scalable, and performant</li><li>Troubleshoot and debug issues that arise during development and in production environments</li><li>Write clean, maintainable, and well-documented code</li><li>Continuously improve software development processes and practices</li></ul><p><br></p><strong>Desired Skillset/Experience</strong><p><br></p><ul><li>At least 3 years of experience in full-stack development with Angular, .NET core Web API and SQL Server</li><li>Experience with cloud services such as Azure</li><li>Knowledge of responsive web development and accessibility, including WCAG 2.1 guidelines</li><li>Strong understanding of software development principles, design patterns, and best practices</li><li>Excellent problem-solving skills and the ability to troubleshoot complex issues</li><li>Familiarity with code versioning tools and DevOps</li><li>Excellent communication and collaboration skills, with the ability to work effectively in a team environment</li><li>Self-motivated with a strong desire to continuously learn and improve</li><li>Ability to work independently and in a team environment</li></ul>
      ",1
26,https://linkedin.com/jobs/view/backend-developer-at-xurpas-inc-3737186904?refId=uiiktTVlBS2W8dLQkAcZ4Q%3D%3D&trackingId=eCYZyNJwkSnuUmlfU%2F7TGA%3D%3D&position=40&pageNum=0&trk=public_jobs_jserp-result_search-card,software development,Backend Developer,"Xurpas, Inc.",https://linkedin.com/company/xurpas-inc.?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-10-13,"Manila, National Capital Region, Philippines",Full-time,Engineering and Information Technology,Information Services,Entry level,"
        <strong>Xurpas Inc. </strong>is a trusted, publicly listed technology company with twenty years of experience. We focus on helping our customers by offering digital transformation services including website and mobile app development, software solutions for enterprise resource planning and HRIS, IT staff augmentation, digital marketing services, and more.<br><br><strong>The Role<br><br></strong><strong>Your Responsibilities Will Include<br><br></strong><ul><li>Own, design, develop, launch, and continuously improve our global omnichannel eCommerce platform with new customer features. Build products that delight customers and convert them into commercial success!</li><li>Deeply understand the architectural principles of our unique best-of-breed platform which is fully MACH (Microservices, API-first, Cloud-native, Headless), and actively advise on how to take it to the next level.</li><li> You will act as a coach to all back-end developers.</li><li>Browse to Order (PLP, PDP, Landing Pages, Home Page, Campaign Pages, Site Search &amp; Merchandising)</li><li>Order to Cash (Cart /Checkout /Payment)</li><li>Prescription Glasses (Configurator)</li><li>Wear to Care (My Account, customer details, order history, payment history, Re-Orders)</li><li>Web to store /omnichannel (Advanced Appointment Booking, Subscription, Store Employee app, Endless Aisle)</li><li>Roll out Team: onboard new banners in new countries to the global platform</li><li>You will work closely with (both internal and external resources) including service &amp; interaction /UX designers, visual /UI designers, architects, and DevOps engineers.</li><li>You are accountable for the delivery and execution of the customer experience of the global e-commerce product and its related security, performance, integrity, and scalability; this product powers millions of customers every day.</li><li>Champion the need for superior customer experience throughout the execution of a project, ensuring that what is delivered meets the original CX goals, objectives, quality, and coding standards.</li><li>Deliver product incrementally in bi-weekly Agile scrum sprints and on schedule.</li><li>Writing and deploying clean, tested, and well-documented code</li><li>Mentoring other team members via joint programming, code reviews, etc.</li><li>Champion the need for superior customer experience throughout the execution of a project, ensuring that what is delivered meets the original CX goals and objectives, and complies with our software &amp; architecture principles.</li><li>Work with the teams to identify improvements for existing and new core services, and collaborate to define the solution direction.</li><li>Liaise with tech leads, architects, and communities to ensure knowledge sharing.<br><br></li></ul><strong>Ideal Profile<br><br></strong><ul><li>4+years of experience in delivering e-Commerce and/or digital products (preferably at least 2-3 years for a large retailer)</li><li>Extensive knowledge sharing on agile, lean, and SAFe</li><li>Large group facilitation and overseeing the bigger picture</li><li>Strong skills and hands-on experience with: NODE JS (a must), JAVA (a plus)</li><li>Hands-on experience in designing &amp; developing Microservices based on headless architecture, domain-driven design</li><li>Hands-on experience in integration technologies</li><li>Hands-on experience in designing Cloud solutions based on enterprise cloud platforms (e.g. Azure, AWS)</li><li>Challenging the developers and architects to bridge the gap between the architecture and codebase level implementation</li><li>GraphQL as well as REST API</li><li>DevOps: GitHub, CI/CD, Docker, Kubernetes</li><li>eCommerce &amp; CMS experience (e.g. commerce Tools, Bloomreach)</li><li>Search engines (e.g. Algolia search and merchandising)<br><br></li></ul><strong>What's on Offer?<br><br></strong><ul><li>Work alongside &amp; learn from best in class talent</li><li>Opportunity to make a positive impact</li><li>Excellent career development opportunities</li></ul>
      ",1
27,https://linkedin.com/jobs/view/web-developer-remote-at-connectos-3749659814?refId=uiiktTVlBS2W8dLQkAcZ4Q%3D%3D&trackingId=lu60nw0UeEa8vCrIE6LLRw%3D%3D&position=41&pageNum=0&trk=public_jobs_jserp-result_search-card,software development,Web Developer (Remote),ConnectOS,https://au.linkedin.com/company/connect-os?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-10-26,"Mandaluyong, National Capital Region, Philippines",Full-time,Information Technology,"Technology, Information and Internet",Mid-Senior level,"
        <strong>Why Join Us?<br><br></strong>Are you looking for a role that provides opportunities to develop and grow? Take the next step in your career journey with us! We’ll provide you with a professional support structure and benefits to ensure you can thrive.<br><br>We offer Premium HMO, awesome technology, and above-market remuneration. Our high performers are frequently invited to visit their colleagues internationally for professional development.<br><br>We’re always searching for great talent to join our team. If you’d like be part of a fast-growing industry leader with an exceptional company culture, we’d love to hear from you: shavonne.singun@connectos.co<br><br><strong>Responsibilities:<br><br></strong><ul><li>Web development</li><li>Communicating with the team promptly and efficiently, as necessary</li><li>Managing multiple tasks for different website projects and prioritising workloads accordingly</li><li>Liaising with support teams of different tech platforms/services used by LINK, including via phone and online support tickets</li><li>Documenting all new website developments created</li><li>Proactively looking for possible solutions to ‘out-of-the-ordinary’ business and client requirements</li><li>Complying with strict time constraints, budgets, and business goals</li><li>Reporting to the team with progress and roadblocks encountered<br><br></li></ul><strong>Requirements<br><br></strong><ul><li>Proficient English language ability</li><li>Bachelor’s Degree in Computer Science or related field (Master’s preferred)</li><li>Comprehensive knowledge of HTML, CSS, and developing responsive layouts</li><li>4+ years of experience in similar roles</li><li>3+ years of experience with WordPress CMS</li><li>2+ years of experience with Elementor</li><li>2+ years’ experience in application development and testing</li><li>Coding experience</li><li>Knowledgeable in PHP, MySQL, AJAX, JavaScript, JQuery, HTML, HTML5, CSS, CSS3, Web Programming Skills, E-Commerce, Teamwork, Verbal Communication, cross-browser compatibility, Web User Interface Design (UI), Security Principles, Object-Oriented Design, Web Services (REST/SOAP), Multimedia Content Development, API’s</li><li>Basic knowledge of Search Engine Optimization<br><br></li></ul><strong>Desirable Additional Experience:<br><br></strong><ul><li>Experience in Adobe Suite (Photoshop, Illustrator, etc)</li><li>Experience in Canva and other multimedia software<br><br></li></ul><strong>Benefits<br><br></strong><strong>Standard Job Benefits:<br><br></strong><ul><li>HMO processing on Day 1</li><li>WFH</li><li>Paid Time-Off</li><li>Quarterly Sick-Leave conversion</li><li>Paid Government-Mandated Benefits (SSS, PHIC, Pag-IBIG)</li><li>Equipment provided<br><br></li></ul><strong>Standard Job Highlights:<br><br></strong><ul><li>Work-life balance</li><li>Career growth and development opportunities</li><li>Stable organization and industry leader</li><li>Collaborative and fruitful company culture</li></ul>
      ",1
28,https://linkedin.com/jobs/view/software-engineer-at-remote-employee-careers-3732821519?refId=uiiktTVlBS2W8dLQkAcZ4Q%3D%3D&trackingId=WAHclPZRqm0%2F4K8AbvmbNg%3D%3D&position=44&pageNum=0&trk=public_jobs_jserp-result_search-card,software development,Software Engineer,Remote Employee Careers,https://linkedin.com/company/remote-employee-ph?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-10-05,"San Fernando, Philippines",Full-time,Engineering and Information Technology,Outsourcing and Offshoring Consulting,Entry level,"
        Remote Employee BPO has an outstanding opportunity for you!<p><br></p><strong>Role: Software Engineer</strong><p><br></p><strong>Compensation: Competitive Basic Salary</strong><p><br></p><strong>Bonus: 5,000 Perfect Attendance</strong><p><br></p><strong>Benefits: HMO plus 2 Free Dependents, P1,500 Rice Allowance, Night Differential (If applicable).</strong><p><br></p><strong>Work Schedule: 5-day work week, 10PM to 7AM, Philippine time</strong><p><br></p><strong>Work Setup: Open for WFH or WFO</strong><p><br></p><strong>Responsibilities:</strong><p><br></p><ul><li>Shipping code using .NET core developed in C# or using other language</li><li>Service design and development using Restful API</li><li>Service design and development using Azure functions or AWS lambdas<br></li></ul><p><br></p><strong>Qualifications:</strong><p><br></p><ul><li>First hand experience using Microservices, event-driven architectures</li><li>First hand experience with PostgreSQL, MySQL, MongoDB, CosmosDB, DynamoDB (Any 2)</li><li>Python, typescript, Node.js, angular.js, react, vue.js (any 2)</li><li>Splunk, New Relic, Datadog (any 1) </li><li>Experience with various architectural frameworks is a plus (DDD, Clean architecture, Hexagonal, etc)</li><li>Experience building an automation framework is a plus (unit, integration, UAT, system..)</li><li>Experience with big data technologies is a plus</li><li>Proficiency in MS SQL</li><li>Experience working with cloud services (AWS, Azure or GCP)</li><li>Strong problem-solving capabilities</li><li>A creative outlook</li><li>Strong Work Ethic</li><li>Ability to meet deadline</li><li>Ability to work independently and in teams</li><li>The ability to travel when needed</li><li>Bachelors degree in Computer Science, Mathematics, Physic or related fields with relevant experience required</li><li>Masters degree in Computer Science preferred<br></li></ul>
      ",1
29,https://linkedin.com/jobs/view/full-stack-web-developer-at-growthassistant-3653165268?refId=uiiktTVlBS2W8dLQkAcZ4Q%3D%3D&trackingId=kw95rg56qrB2u1Y5Ff5hEQ%3D%3D&position=45&pageNum=0&trk=public_jobs_jserp-result_search-card,software development,Full Stack Web Developer,GrowthAssistant,https://www.linkedin.com/company/growth-assistant?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-06-13,Philippines,Full-time,Engineering and Information Technology,Staffing and Recruiting,Entry level,"
        We are looking for an energetic and experienced Full Stack Web Developer who will help our clients with their daily operations, business, and personal-related tasks. You will be working with an exciting startup organization of eager and young professionals who are hungry for growth and opportunities!<p><br></p>This is a great opportunity for someone who wants to work with a well-known brand and wants continuous learning and growth during their career.<p><br></p><strong>The Role</strong><p><br></p><strong><u>Your Responsibilities Will Include</u></strong><p><br></p><ul><li>Taking a design from Sketch, Adobe XD, and/or Invision and transform it into a fully functioning responsive website in WordPress.</li><li>Translating business requirements into website functionality.</li><li>Asking questions to accurately estimate the effort and time required for work.</li><li>Setting up local development environment.</li></ul><p><br></p><strong>Ideal Profile</strong><p><br></p><ul><li>You have strong understanding of WordPress coding best practices, hooks, and filters.</li><li>You have experience with common plugins for WordPress such as Advanced Custom Fields Pro.</li><li>You have experience with custom WordPress theme and plugin development.</li><li>You have experience with front-end frameworks such as Foundation, Bootstrap.</li><li>You have experience with modern build tooling, such as webpack, npm, yarn, gulp, etc..</li><li>You have experience with data migration from various formats, such as CSV, XML.</li><li>You have experience with Git version control.</li><li>You are comfortable working with command line.</li><li>You have experience with basic Systems Administration tasks in a LAMP environment.</li><li>You have experience with cross-browser testing and issues for all major web browsers.</li><li>You are a quick learner and be willing to adapt to the needs of the organization.</li><li>You have experience with Sage 9 and/or 10 WP theme by Roots.</li><li>You have understanding of the Object-Oriented Programming paradigm.</li><li>You have understanding of Model-View-Controller pattern.</li><li>You have experience with a PHP Framework such as Laravel.</li><li>You have experience with a JS Framework such as Vue.js or React.js.</li></ul><p><br></p><strong>What's on Offer?</strong><p><br></p><ul><li>Join a team of world class IT professionals</li><li>Comprehensive salary package</li><li>Great opportunity for growth and development</li></ul>
      ",1
30,https://linkedin.com/jobs/view/data-analyst-makati-at-medgrocer-3763440231?refId=uiiktTVlBS2W8dLQkAcZ4Q%3D%3D&trackingId=C4TPTxiQkf15odDIXYRzKQ%3D%3D&position=49&pageNum=0&trk=public_jobs_jserp-result_search-card,software development,Data Analyst | Makati,MedGrocer,https://linkedin.com/company/medgrocer?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-11-11,"Manila, National Capital Region, Philippines",Full-time,Information Technology,Wellness and Fitness Services,Entry level,"
        MedGrocer's digitally-enabled ""medicine-as-a-service"" platforms are used by hundreds of employers and pharma companies. Our end-to-end medicine/vaccine programs, telehealth services, and onsite medical staff serve a million Filipinos every year. MedGrocer is one of the more established Filipino Health Tech startups.<br><br>The <strong>Data Analyst </strong>supports various teams and initiatives with insights gained from data. They analyze complex datasets to identify opportunities for product development and process improvement.<br><br><strong>Key Responsibilities<br><br></strong><ul><li>Learn and use statistical tools to collect, clean, and analyze complex datasets</li><li>Ideate and implement solutions that address gaps and improve our services and processes</li><li>Create models that assess the outcomes of different courses of action</li><li>Develop reports and communicate insights to MedGrocer and its stakeholders</li><li>Collaborate with cross-functional teams to gather relevant data from various sources to ensure the accuracy and completeness of collected data<br><br></li></ul><strong>Why MedGrocer?<br><br></strong><ul><li>Progress: To work on projects that involve statistical analysis, which enables you to hone your skills in collecting, cleaning, and analyzing complex datasets. You will be able to have ownership over your work and have a chance to be exposed to opportunities that could enhance your capabilities in creating data-informed decisions</li><li>Purpose: To design and implement an impact in the digitally enabled platform to provide end-to-end care in the form of integrating onsite medical services and 24/7 teleconsultations in order to enhance the lives of millions of Filipinos</li><li>People: To both work and have fun with a group of dynamic and passionate individuals from diverse backgrounds, from whom you will create bonds with and have the chance to learn from<br><br></li></ul><strong>Minimum Qualifications<br><br></strong>It is preferred but not required to have the following qualifications:<br><br><ul><li>A degree in Data Science, Computer Science, Statistics, or any related field </li><li>Knowledge in advanced statistical techniques</li><li>Knowledge in machine learning techniques and their application</li><li>Experience in using programming languages (e.g. SQL, R, Python) for data analysis</li></ul>
      ",1
31,https://linkedin.com/jobs/view/full-stack-software-engineer-at-jitera-3755397992?refId=uiiktTVlBS2W8dLQkAcZ4Q%3D%3D&trackingId=MBOfpGPQvGmCjWfpsVQKIQ%3D%3D&position=50&pageNum=0&trk=public_jobs_jserp-result_search-card,software development,Full Stack Software Engineer,Jitera,https://sg.linkedin.com/company/jitera?trk=public_jobs_jserp-result_job-search-card-subtitle,2023-11-01,"Pasig, National Capital Region, Philippines",Full-time,Information Technology,"Technology, Information and Internet",Mid-Senior level,"
        <strong>About Us<br><br></strong>Jitera, inc. is a startup company from Japan that makes software to automate the development of mobile and web applications. Our product can be called as No-Code, Low-Code, and code generator. It’s being powered by Generative AI, and by using our product, we can develop software much faster.<br><br>It’s under development with lots of challenges, but the number of applications developed with our product is increasing. In fact, there is a case where a mobile application was developed about 10 times faster than usual.<br><br>As the characteristics of our company, we are a team of professionals working remotely, and we have a track record of significant growth over the past years in terms of revenue, product development, and team members.<br><br><strong>Job Overview<br><br></strong>Our business has grown steadily, and we are expanding our engineering teams. For the dogfooding of Jitera's automation product and for our profit, we develop many client projects. As the number of talented engineers grows for these purposes, so does the need for middle engineers who can collaborate with them proactively.<br><br>Middle full-stack candidate engineers within this role are working under general or specific supervision and are expected to have gained basic yet rigid domain knowledge. The candidate is able to perform a range of work activities within their practice area and may contribute to routine issue resolution.<br><br><strong>Why Candidate should apply for this position?<br><br></strong><ul><li>For talented engineers who are passionate to grow our business and yourself together, we can offer you the best place of all time</li><li>Work from anywhere, anytime. Fully remote and flextime working environment. It is your call<br><br></li></ul><strong>Responsibilities<br><br></strong><ul><li>Partially self-running and able to make steady progress on tasks</li><li>Know when to ask for help without frequent reference to others</li><li>Participating in team meetings and communicating progress in a clear manner proactively</li><li>Aware of the need to collaborate with the team and represent team’s needs<br><br></li></ul><strong>Capabilities<br><br></strong><ul><li>Demonstrate essential generic knowledge within practice area</li><li>With general or specific direction, able to provide detail architectural design, implement, and conduct self-testing to have certain quality features within agreed time</li><li>Have sufficient communication skills for effective dialogue with the project team</li><li>Absorb new information when it is presented systematically and apply it effectively</li><li>Support team members to review, feedback, and onboard if necessary<br><br></li></ul><strong>Requirements<br><br></strong><ul><li>More than 2 years of hands-on experience in software development</li><li>More than 2 years of hands-on experience in either FE (ReactJS, React Native or TypeScript) or BE (Node.js)</li><li>Business level English skills (speaking / listening / writing / reading)</li><li>Good understanding of fundamental design patterns in software design</li><li>Ability to prepare remote work environment where you can focus on your work with stable internet provided</li><li>Based in South East Asia Region<br><br></li></ul><strong>Tech Stack<br><br></strong><em>(not must to apply to this role, but you will face them at some point working at Jitera)<br><br></em><ul><li>Frontend: TypeScript, React, React Native, Styled Components, Apollo Client</li><li>Backend: Node.js, NestJS</li><li>Database: PostgreSQL, MongoDB, Redis</li><li>Infrastructure: AWS, GCP, Azure, Docker, Terraform</li><li>CI/CD: Github Actions</li><li>Project management: Github, JIRA</li><li>Documentation: Notion, Google Workspace, Miro</li><li>Communication: Slack, Gather.town<br><br></li></ul><strong>Working Styles<br><br></strong><ul><li>Full remote. You can work from anywhere all over the world. Of course, you can also work from your home</li><li>Full flextime system. You can work anytime in your time zone, but you need to attend regular team and company meetings</li><li>Can work part-time during the probation if you have a full-time job<br><br></li></ul><strong>Selection Process<br><br></strong><ul><li>Culture interview (30 mins)</li><li>Take-home assignment (homework)</li><li>Technical interview (60mins)</li><li>Final interview (30mins)</li><li>Trial period / probationary period (3 months)<br><br></li></ul><strong>Benefits<br><br></strong><ul><li>MacBook M2 Pro provided</li><li>22 annual leaves, paid time off</li><li>Adding Tax payment (maximum 10% of salary)</li><li>Stock option system</li><li>Special events, occasions celebrations, and gifts</li><li>Sponsorship for online classes according to your demand (Coursera, Datacamp, Udemy…)</li></ul>
      ",1
